family,scientificName,document,field,reference
ASTERACEAE,"Baccharis alpestris",profile,threats,"Mallet-Rodrigues, F., Parrini, R., & Pacheco, J. F. (2007). Birds of the Serra dos Órgãos , State of Rio de Janeiro , Southeastern Brazil : a review. Revista Brasileira de Ornitologia, 15(1), 5–35."
ASTERACEAE,"Baccharis alpestris",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>. ICMBio, 2014a."
ASTERACEAE,"Baccharis alpestris",profile,threats," ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
ASTERACEAE,"Baccharis alpestris",profile,threats," ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,taxonomicNotes,"Baumgratz, J.F.A., Souza, M.L.R., Tavares, R.A.M. 2004. Bisglaziovia Cogn. (Melastomataceae - Merianieae): Considerações Taxonômicas e Biogeográficas. Bradea. 10(2): 77-82."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,distribution,"Baumgratz, J.F.A., Souza, M.L.R., Tavares, R.A.M. 2004. Bisglaziovia Cogn. (Melastomataceae - Merianieae): Considerações Taxonômicas e Biogeográficas. Bradea. 10(2): 77-82."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,distribution,"Chiavegatto, B. Bisglaziovia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB9431>. Acesso em: 03 Fev. 2015"
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,ecology,"Chiavegatto, B. Bisglaziovia in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB9431>. Acesso em: 03 Fev. 2015"
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,reproduction,"Baumgratz, J.F.A., Souza, M.L.R., Tavares, R.A.M. 2004. Bisglaziovia Cogn. (Melastomataceae - Merianieae): Considerações Taxonômicas e Biogeográficas. Bradea. 10(2): 77-82."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"Castro, E.B.V. de, 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
MELASTOMATACEAE,"Bisglaziovia behurioides",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ASTERACEAE,"Baccharis bifrons",profile,distribution,"Heiden, G., Schneider, A., 2015. Baccharis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB103994>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Baccharis bifrons",profile,distribution,"Heiden, G., Baumgratz, J.F.A., Esteves, R.L., 2012. Baccharis subgen. Molina (Asteraceae) in Rio de Janeiro state, Southeast Brazil. Rodriguésia 63, 649–687."
ASTERACEAE,"Baccharis bifrons",profile,ecology,"Heiden, G., Schneider, A., 2015. Baccharis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB103994>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Baccharis bifrons",profile,ecology,"Maia, V.C., Souza, M. da C., 2013. Insect galls of the xeric vegetation of Ilha do Cabo Frio (Arraial do Cabo, RJ, Brazil). Biota Neotrop. 13, 278–288."
ASTERACEAE,"Baccharis bifrons",profile,reproduction,"Heiden, G., Baumgratz, J.F.A., Esteves, R.L., 2012. Baccharis subgen. Molina (Asteraceae) in Rio de Janeiro state, Southeast Brazil. Rodriguésia 63, 649–687."
ASTERACEAE,"Baccharis bifrons",profile,threats,"Bohrer, C.B. de A., Dantas, H.G.R., Cronemberger, F.M., Vicens, R.S., Andrade, S.F. de, 2009. Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Mapeamento da vegetação e do uso do solo no Centro de Diversidade Vegetal de Cabo Frio , Rio de Janeiro. Rodriguésia 60, 1–23"
PIPERACEAE,"Piper halesiifolium",profile,ecology,"Guimarães, E.F., Carvalho-Silva, M., Monteiro, D., Medeiros, E.S., Queiroz, G.A., 2015. Piperaceae. Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB12868>. Acesso em 24 mar. 2015."
PIPERACEAE,"Piper halesiifolium",profile,threats,"Dreyfus, P., 2009. Do Estado de Medo ao Estado de Direito: Problemas e Soluções do Crime Organizado e Controle Territorial Armado no Rio de Janeiro. Policy Pap. 1–8."
DRYOPTERIDACEAE,"Elaphoglossum hirtipes",profile,taxonomicNotes,"Basiônimo: Acrostichum hirtipes Fée, descrito em: Crypt. Vasc. Brésil 1: 238, pl. 76, f. 1. 1869."
BROMELIACEAE,"Nidularium itatiaiae",profile,taxonomicNotes,"Leme, E.M.C., 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
BROMELIACEAE,"Nidularium itatiaiae",profile,taxonomicNotes,"Moreira, B.A., 2002. Nidularium Lemaire (Bromelioideae, Bromeliaceae) do estado de São Paulo, Brasil. Universidade Federal do Rio de Janeiro."
BROMELIACEAE,"Nidularium itatiaiae",profile,distribution,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L., 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB6132>. Acesso em: 13 Mar. 2015"
BROMELIACEAE,"Nidularium itatiaiae",profile,distribution,"Giulietti, A.M., Rapini, A., Andrade, M.J.G. de, Queiroz, L.P. de, Silva, J.M.C. da, 2009. Plantas Raras do Brasil. Conservação Internacional/Universidade Estadual de Feira de Santana, Belo Horizonte."
BROMELIACEAE,"Nidularium itatiaiae",profile,distribution,"Lima, T.T. de, 2008. Bromeliaceae da Serra da Mantiqueira: distribuição geografica e conservação. Instituto de Botânica da Secretaria de Estado do Meio Ambiente."
BROMELIACEAE,"Nidularium itatiaiae",profile,distribution,"Martinelli, G., Vieira, C.M., Leitman, P., Costa, A.F. da, Forzza, R.C., 2009. Bromeliaceae, in: Stehmann, J.R., Forzza, R.C., Salino, A., Sobral, M., Costa, D.P. da, Kamino, L.H.Y. (Eds.), Plantas Da Floresta Atlântica. Instituto de Pesquisas Jardim Botânico do Rio de Janeiro, Rio de Janeiro, pp. 186–204."
BROMELIACEAE,"Nidularium itatiaiae",profile,ecology,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L., 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB6132>. Acesso em: 13 Mar. 2015"
BROMELIACEAE,"Nidularium itatiaiae",profile,ecology,"Leme, E.M.C., 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
BROMELIACEAE,"Nidularium itatiaiae",profile,ecology,"Lima, T.T. de, 2008. Bromeliaceae da Serra da Mantiqueira: distribuição geografica e conservação. Instituto de Botânica da Secretaria de Estado do Meio Ambiente."
BROMELIACEAE,"Nidularium itatiaiae",profile,ecology,"Martinelli, G., Vieira, C.M., Leitman, P., Costa, A.F. da, Forzza, R.C., 2009. Bromeliaceae, in: Stehmann, J.R., Forzza, R.C., Salino, A., Sobral, M., Costa, D.P. da, Kamino, L.H.Y. (Eds.), Plantas Da Floresta Atlântica. Instituto de Pesquisas Jardim Botânico do Rio de Janeiro, Rio de Janeiro, pp. 186–204."
BROMELIACEAE,"Nidularium itatiaiae",profile,ecology,"Moreira, B.A., 2002. Nidularium Lemaire (Bromelioideae, Bromeliaceae) do estado de São Paulo, Brasil. Universidade Federal do Rio de Janeiro."
BROMELIACEAE,"Nidularium itatiaiae",profile,threats,"Aximoff, I., 2011. O que Perdemos com a Passagem do Fogo pelos Campos de Altitude do Estado do Rio de Janeiro? Biodiversidade Bras. 1, 180–200. "
BROMELIACEAE,"Nidularium itatiaiae",profile,threats,"Aximoff, I., Rodrigues, R.D.C., 2011. Histórico dos incêndios florestais no Parque nacional do Itatiaia. Cienc. Florest. 21, 83–92."
BROMELIACEAE,"Nidularium itatiaiae",profile,actions,"Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium itatiaiae",profile,actions,"MMA, 2014. Lista Nacional Oficial de Espécies da Flora Ameaçadas de Extinção. Brasil."
BROMELIACEAE,"Nidularium itatiaiae",profile,uses,"Souza, V. C.; Lorenzi, H. 2008. Botânica sistemática: guia ilustrado para identificação das famílias de fanerógamas nativas e exóticas no Brasil, baseado na APG III. 3a ed. Nova Odessa: Instituto Plantarum, 768 p."
PIPERACEAE,"Piper giordanoi",profile,taxonomicNotes,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
PIPERACEAE,"Piper giordanoi",profile,population,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
PIPERACEAE,"Piper giordanoi",profile,distribution,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
PIPERACEAE,"Piper giordanoi",profile,ecology,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
PIPERACEAE,"Piper giordanoi",profile,reproduction,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
PIPERACEAE,"Piper giordanoi",profile,threats,"Medeiros, M.F.T., Fonseca, V.S. da, Andreata, R.H.P., 2004. Plantas medicinais e seus usos pelos sitiantes da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Acta Bot. Brasilica 18, 391–399."
PIPERACEAE,"Piper giordanoi",profile,threats,"Medeiros, M.F.T., Fonseca, V.S. da, Andreata, R.H.P., 2004. Plantas medicinais e seus usos pelos sitiantes da Reserva Rio das Pedras, Mangaratiba, RJ, Brasil. Acta Bot. Brasilica 18, 391–399."
PIPERACEAE,"Piper giordanoi",profile,actions,"Guimarães, E.F., Monteiro, D., 2008. Piper giordanoi (Piperaceae): A New Species from Southeastern Brazil. Novon A J. Bot. Nomencl. 18, 175–177."
ORCHIDACEAE,"Epidendrum goebelii",profile,distribution,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum goebelii",profile,distribution,"Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum goebelii",profile,ecology,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum goebelii",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ORCHIDACEAE,"Epidendrum goebelii",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ORCHIDACEAE,"Epidendrum goebelii",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ORCHIDACEAE,"Epidendrum goebelii",profile,actions,"CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ASTERACEAE,"Baccharis ciliata",profile,ecology,"Heiden, G., Schneider, A., 2015. Baccharis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5151>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Baccharis ciliata",profile,threats,"Mallet-Rodrigues, F., Parrini, R., & Pacheco, J. F. (2007). Birds of the Serra dos Órgãos , State of Rio de Janeiro , Southeastern Brazil : a review. Revista Brasileira de Ornitologia, 15(1), 5–35."
ASTERACEAE,"Baccharis ciliata",profile,threats,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>. ICMBio, 2014a."
ASTERACEAE,"Baccharis ciliata",profile,threats,"ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
ASTERACEAE,"Baccharis ciliata",profile,threats,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
ASTERACEAE,"Baccharis friburgensis",profile,taxonomicNotes,"Heiden, G., Baumgratz, J.F.A.F.A., Esteves, R.L.L., 2009. NEW SPECIES OF BACCHARIS (ASTERACEAE: ASTEREAE) FROM RIO DE JANEIRO STATE, SOUTHEASTERN BRAZIL. J. Bot. Res. Inst. Texas 3, 139–145."
ASTERACEAE,"Baccharis friburgensis",profile,distribution,"Heiden, G., Baumgratz, J.F.A.F.A., Esteves, R.L.L., 2009. NEW SPECIES OF BACCHARIS (ASTERACEAE: ASTEREAE) FROM RIO DE JANEIRO STATE, SOUTHEASTERN BRAZIL. J. Bot. Res. Inst. Texas 3, 139–145."
ASTERACEAE,"Baccharis friburgensis",profile,ecology,"Heiden, G., Baumgratz, J.F.A.F.A., Esteves, R.L.L., 2009. NEW SPECIES OF BACCHARIS (ASTERACEAE: ASTEREAE) FROM RIO DE JANEIRO STATE, SOUTHEASTERN BRAZIL. J. Bot. Res. Inst. Texas 3, 139–145."
ASTERACEAE,"Baccharis friburgensis",profile,threats,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ORCHIDACEAE,"Epidendrum harrisoniae",profile,distribution,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum harrisoniae",profile,distribution,"Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum harrisoniae",profile,ecology,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epidendrum harrisoniae",profile,threats,"Ribeiro, K.T., Lorenzetto, A., Rodrigues, C.G.O., 2004. Bases para o manejo de escaladas em unidades de conservação, in: Anais Do IV Congresso Brasileiro de Unidades de Conservação. Trabalhos Técnicos. Fundação O Boticário Para a Proteção À Natureza, Curitiba. pp. 335–345."
ORCHIDACEAE,"Epidendrum harrisoniae",profile,actions,"CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015."
ASTERACEAE,"Baccharis pseudovaccinioides",profile,distribution,"Heiden, G., Schneider, A., 2015. Baccharis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5151>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Baccharis pseudovaccinioides",profile,distribution,"Barroso, G.M., 1976. Compositae - Subtribo Baccharidinae Hoffman. Estudo das espécies ocorrentes no Brasil. Tese Doutorado. Univ. Estadual Campinas, São Paulo. 60p."
ASTERACEAE,"Baccharis pseudovaccinioides",profile,ecology,"Heiden, G., Schneider, A., 2015. Baccharis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5151>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Baccharis pseudovaccinioides",profile,threats,"Mallet-Rodrigues, F., Parrini, R., & Pacheco, J. F. (2007). Birds of the Serra dos Órgãos , State of Rio de Janeiro , Southeastern Brazil : a review. Revista Brasileira de Ornitologia, 15(1), 5–35."
PIPERACEAE,"Piper emygdioi",profile,distribution,"Guimarães, E.F., Medeiros, E.S., 2014. Piperaceae. Catálogo das espécies plantas vasculares e briófitas do Estado do Rio Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em 26 mar. 2015."
PIPERACEAE,"Piper emygdioi",profile,ecology,"Guimarães, E.F., Carvalho-Silva, M., Monteiro, D., Medeiros, E.S., Queiroz, G.A., 2015. Piperaceae. Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB12868>. Acesso em 26 mar. 2015."
ASTERACEAE,"Barrosoa viridiflora",profile,distribution,"Ferreira, S.C., 2015. Barrosoa in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB139710>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Bartlettina hemisphaerica",profile,ecology,"Nakajima, J., Loeuille, B., Heiden, G., Dematteis, M., Hattori, E.K.O., Magenta, M.A.G., Ritter, M.R., Mondin, C.A., Roque, N., Ferreira, S.C., Borges, R.A.X., Soares, P.N., Almeida, G., Schneider, A., Sancho, G., Saavedra, M.M., Liro, R.M., Pereira, A.C.M., Moraes, M.D., Silva, G.A.R., Medeiros, J.D., Lorencini, T.S., Teles, A.M., Monge, M., Siniscalchi, C.M., Souza-Buturi, F.O., Bringel Jr, J.B.A., Carneiro, C.R., Pasini, E., Oliveira, C.T., 2015. Asteraceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB139713>. Acesso em: 26 Mar. 2015."
ASTERACEAE,"Bartlettina hemisphaerica",profile,threats,"Barros, A.A.M. de, 2008. ANÁLISE FLORÍSTICA E ESTRUTURAL DO PARQUE ESTADUAL DA SERRA DA TIRIRICA, NITERÓI E MARICÁ, RJ, BRASIL. Escola Nacional de Botânica Tropical."
ASTERACEAE,"Bartlettina hemisphaerica",profile,threats,"Barros, A.A.M. de, 2008. ANÁLISE FLORÍSTICA E ESTRUTURAL DO PARQUE ESTADUAL DA SERRA DA TIRIRICA, NITERÓI E MARICÁ, RJ, BRASIL. Escola Nacional de Botânica Tropical."
ASTERACEAE,"Bartlettina hemisphaerica",profile,threats,"De Abreu, R.C., Rodrigues, P.J.F., 2010. Exotic tree Artocarpus heterophyllus (Moraceae) invades the Brazilian Atlantic Rainforest/Árvore exótica Artocarpus heterophyllus (Moraceae) invade a Mata Atlântica brasileira. Rodriguésia 61, 677–688."
ASTERACEAE,"Bartlettina hemisphaerica",profile,threats,"Figueiró, A.S., Coelho Netto, A.L., 2009. Impacto ambiental ao longo de trilhas em áreas de floresta tropical de encosta : Maciço da Tijuca Rio de Janeiro - RJ. Mercator 8, 187–200. doi:10.4215/RM2009.0816.0015"
ORCHIDACEAE,"Epistephium portellianum",profile,distribution,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epistephium portellianum",profile,distribution,"Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epistephium portellianum",profile,distribution,"CNCFlora. 2015. Base de dados do Centro Nacional de Conservação da Flora. Disponível em <http://cncflora.jbrj.gov.br/portal/>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epistephium portellianum",profile,ecology,"Barros, F. de, Vinhos, F., Rodrigues, V.T., Barberena, F.F.V.A., Fraga, C.N., Pessoa, E.M., Forster, W., Menini Neto, L., Furtado, S.G., Nardy, C., Azevedo, C.O., Guimarães, L.R.S. 2015. Orchidaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB119767>. Acesso em 26 março 2015."
ORCHIDACEAE,"Epistephium portellianum",profile,actions," CONVENTION ON INTERNATIONAL TRADE IN ENDANGERED SPECIES OF WILD FAUNA AND FLORA. 2015. Appendices I, II & III (5/02/2015) – p. 46. Disponível em <http://www.cites.org/sites/default/files/eng/app/2015/E-Appendices-2015-02-05.pdf>. Acesso em 28 maio 2015. "
BROMELIACEAE,"Nidularium mangaratibense",profile,distribution,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L., 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB6132>. Acesso em: 13 Mar. 2015"
BROMELIACEAE,"Nidularium mangaratibense",profile,distribution,"Moura, R. & Vieira, C.M. 2014. Bromeliaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br"
BROMELIACEAE,"Nidularium mangaratibense",profile,distribution,"Leme, E.M.C., 2000. Niudularium - bromélias da Mata Atlântica, in: Niudularium - Bromélias Da Mata Atlântica. Sextante, Rio de Janeiro, RJ."
