occurrenceID;bibliographicCitation;institutionCode;collectionCode;catalogNumber;recordNumber;recordedBy;occurrenceRemarks;year;month;day;identifiedBy;yearIdentified;monthIdentified;dayIdentified;stateProvince;municipality;locality;decimalLatitude;decimalLongitude;family;genus;specificEpithet;infraspecificEpithet;scientificName;georeferenceRemarks;georeferenceProtocol;georeferenceVerificationStatus;georeferencedBy;georeferencedDate;georeferencePrecision;acceptedNameUsage
53ceafe9349b3;;IBt;SP;383835a;6;Louzada, R.B.;<nO>Planta rupícola. Folhas com bainhas róseas, com muito indumento na face adaxial. Em fruto, sépalas verdes</nO>;2005;12;16;Louzada, R.;2011;5;23;Minas Gerais;Santo Antônio do Itambé;Fazenda da D. Terezinha. Cachoeira da Fumaça;-18.4538888889;-43.3341666667;Bromeliaceae;Orthophytum;itambense;;Orthophytum itambense;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lapanthus itambensis
53ceafe934b7d;;ESALQ;ESA;74947;26696;"Souza, V.C. Souza, J.P.; Oliveira, A.C.P.";<nO>Erva volúvel até ca. 2,5m alt., flores róseas</nO>;2001;7;29;;;;;Bahia;Santo Estevão;Próximo à BR 116, caatinga.;-12.2955;-39.2053;Acanthaceae;Poikilacanthus;bahiensis;;Poikilacanthus bahiensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Poikilacanthus bahiensis
53ceafe934c4c;;IBt;SP;161536;19042;Harley, R.M.;"<nO>DESC:Erect tufted herb to ca. 20-25 cm with dense fibrous roots and swollen white woolly base. Stems and leaves erect grey. Heads and involucral bracts white;</nO>";1977;2;25;Echternacht, L.;2012;11;;Bahia;Santo Inácio;Serra do Açuruá-Near São Inácio. Serra do Açuruá;-11.1166666667;-42.7333333333;Eriocaulaceae;Comanthera;floccosa;;Comanthera floccosa;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Comanthera floccosa
53ceafe934d1b;;UnB;UB;;14250;"Souza, V.C.; Souza, J.P.; Duarte, A.R. & Mazine-Capelo, F.F.";"<nO>Botões verdes.; Hemiparasita. ; DE</nO>";1997;3;16;Caires, C.S.;;;;Mato Grosso;São Félix do Araguaia;Beira do Rio Araguaia, entre São Félix do Araguaia e o encontro com o Rio das Mortes. Praia do Gado;-11.6725;-50.670556;Loranthaceae;Psittacanthus;acinarius;;Psittacanthus acinarius;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Psittacanthus acinarius
53ceafe934de9;;UEFS;HUEFS;147864;3176;Conceição, A.A.;<nO>Campo rupestre.</nO>;2009;1;30;T.B.Cavalcanti;2013;7;"";Bahia;Mucugê;Giobira.;-13.066667;-41.366667;Lythraceae;Cuphea;glareosa;"";Cuphea glareosa;;;1;Thiago;17/04/14;;Cuphea glareosa
53ceafe934eb9;;UNICAMP;UEC;141267;;"Silva, R.R.; Silva, M.V.; Silva, M.V.";;2004;11;16;Silva, R.R.;2004;11;;Mato Grosso do Sul;Ladário;Serra do Rabichão, Planalto Residual do Urucum. Acesso pela Fazenda Uruba. Interior de Floresta Estacional Decidual.;-19.1605;-57.525778;Leguminosae-Caes;Bauhinia;leptantha;;Bauhinia leptantha;;;1;Thiago;17/04/14;;Bauhinia leptantha
53ceafe934f88;;NY;NYBG_BR;939186;14358;V. C. Souza;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=959925'>more info</a></nO>;1997;3;17;V. C. Souza;1997;11;8;Mato Grosso;São Félix do Araguaia;Beira do rio localmente chamado de 'Riozinho' (paralelo ao Rio das Mortes).;-11.84;-50.82;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Rhynchospora tenuis
53ceafe935056;;JBRJ;RB;514787;14250;"V. C. Souza; J. P. Souza; A. R. Duarte; F. F. Mazine";<nO>Hemiparasita, botões verdes</nO>;1997;3;16;C. S. Caires;2009;9;28;Mato Grosso;São Félix do Araguaia;Beira do Rio Araguaia, entre São Felix do Araguaia e o encontro com o Rio das Mortes. Praia do Gado.;-11.6725;-50.6705556;Loranthaceae;Psittacanthus;acinarius;;Psittacanthus acinarius;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Psittacanthus acinarius
53ceafe935126;;ESALQ;ESA;43936;14250;"Souza, V.C. Souza, J.P.; Duarte, A.R.; Mazine, F.F.";"<nO>Hemiparasita; botões verdes.</nO>";1997;3;16;;;;;Mato Grosso;São Félix do Araguaia;Beira do Rio Araguaia, entre São Félix do Araguaia e o encontro com o Rio das Mortes. Praia do Gado. 130 m.s.m. Vegetação herbácea próximo ao rio, sendo substituída por vegetação arbóreo-arbóreo-arbustiva em pontos mais distantes.;-11.6725;-50.670556;Loranthaceae;Psittacanthus;acinarius;;Psittacanthus acinarius;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Psittacanthus acinarius
53ceafe9351f5;;ESALQ;ESA;45795;14743;"Souza, V.C. Souza, J.P.; Duarte, A.R.; Mazine, F.F.";"<nO>Erva; espiguetas castanhas.</nO>";1997;3;21;;;;;Mato Grosso;São Félix do Araguaia.;Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães. Savana Parque. Área arborizada densa (cerrado).;-11.3339;-51.13;Poaceae;Axonopus;aureus;;Axonopus aureus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Axonopus aureus
53ceafe9352c2;;ESALQ;ESA;43267;14764;"Souza, V.C. Souza, J.P.; Duarte, A.R.; Mazine, F.F.";"<nO>Erva; espiguetas verdes.</nO>";1997;3;21;;;;;Mato Grosso;São Félix do Araguaia.;Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães. Savana Parque. Área arborizada densa (cerrado).;-11.3339;-51.13;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Rhynchospora tenuis
53ceafe935390;;PUCRS;MPUC;10618;;Ferreira, P. M. A.;"<nO>FONTE COOR: Google;</nO>";2004;3;20;Trevisan, R.;2004;1;1;RS;São Francisco de Paula;;-29.420556;-50.575556;Cyperaceae;Eleocharis;loefgreniana;;Eleocharis loefgreniana;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Eleocharis loefgreniana
53ceafe935460;;IBt;SP;341040;3548;Lombardi, J.A.;<nO>Arbusto ca. 1,2m alt., folhas cartáceas, frutos imaturos verdes, maduros púrpura. Sphalm. J.A. Lombardi 2548</nO>;1999;11;18;Sobral, M.;2007;1;1;Minas Gerais;São Gonçalo do Rio Preto;Parque Estadual do Rio Preto-Do alojamento ao Ribeirão das Éguas, dai margeando o rio até a cachoeira dos Crioulos e depois pelo rio e trilha no cerrado até o camping. Vegetação ripária.;-18.1436111111;-43.3713888889;Myrtaceae;Plinia;nana;;Plinia nana;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Plinia nana
53ceafe93552d;;UFMG;BHCB;150451;103;"Coan, A.I.; Scatena, V.L.; Sano, P.T.; Wanderley, M.G.L.; Machado, S.R.; Santos, E.M.G.; Tro";"<nO>Aquática com folhas submersas e escapos e inflorescências emersas. Herbácea, ca. 20-50cm.; Solo arenoso; HABITAT: Solo arenoso; DESC: Aquática com folhas submersas e escapos e inflorescências emersas. Herbácea, ca. 20-50cm.</nO>";2010;4;21;;;;;Minas Gerais;São Gonçalo do Rio Preto;Parque Estadual do Rio Preto, a cerca de 500m da portaria do parque, sob a ponte.;-18.083333;-43.333333;Eriocaulaceae;Eriocaulon;aquatile;;Eriocaulon aquatile;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Eriocaulon aquatile
53ceafe9356ca;;UFMG;BHCB;134434;1133;"Giacomin, L.L.; Viana, P.L.";<nO>Arbusto ereto, ca. 1m, crescendo em frestas de rochas. Flores roxas e brancas.</nO>;2009;1;1;Teles, A.M.;;;;Minas Gerais;São Gonçalo do Rio Preto;Parque Estadual do Rio Preto, Sob rocha inclinada, próximo a Trilha entre a Casa da Chapada e o Morro Redondo.;-18.228914;-43.335639;Solanaceae;Brunfelsia;rupestris;;Brunfelsia rupestris;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Brunfelsia rupestris
53ceafe935873;;NY;NYBG_BR;939408;7857;W. R. Anderson;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=973430'>more info</a></nO>;1973;3;24;;;;;Goiás;São João d'Aliança;4 km by road E of São João da Aliança. Serra Geral do Paraná.;-14.7;-47.5;Cyperaceae;Scleria;cuyabensis;;Scleria cuyabensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Scleria cuyabensis
53ceafe935942;;NY;NYBG_BR;612651;14351;L. B. Smith;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=540235'>more info</a></nO>;1965;1;6;L. B. Smith;1975;;;Santa Catarina;Sao Joaquim;13 km southwest of Sao Joaquim.;-28.37;-49.95;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Rhynchospora tenuis
53ceafe935a24;;NY;NYBG_BR;939211;B-1128;S. Tsugaru;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=962020'>more info</a></nO>;1987;8;23;T. M. Koyama;;;;Maranhão;São Luís;;-2.53;-44.3;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Rhynchospora tenuis
53ceafe935af8;;UEFS;HUEFS;162901;409;Ribeiro, P.L.;<nO>Campo rupestre, solo arenoso.</nO>;2009;3;24;;;;;Minas Gerais;São Gonçalo do Rio Preto;Parque Estadual do Rio preto, trilha para o alojamento do Morro.;-18.213056;-43.323889;Apocynaceae;Minaria;campanuliflora;;Minaria campanuliflora;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Minaria campanuliflora
53ceafe9363e4;;UFMG;BHCB;37955;1862;Lombardi, J.A.;<nO>Com látex, flores brancas, frutos imaturos verdes.</nO>;;;;;;;;Minas Gerais;São Roque de Minas;Serra da Canastra, Parque Nacional da Serra da Canastra;-20.171389;-46.664444;Apocynaceae;Oxypetalum;helios;;Oxypetalum helios;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Oxypetalum helios
53ceafe9365aa;;JBRJ;RB;405369;1262;Araújo, F.S.;<nO>Arbusto, 2 m. Botões verdes-amarelados.</nO>;1996;8;6;;;;;Bahia;Seabra;Ch. Diamantino. BR-242.;-12.4366667;-41.8208333;Myrtaceae;Psidium;firmum;subcordatum;Psidium firmum subcordatum;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Psidium firmum
53ceafe93668d;;NY;NYBG_BR;655;31277;H. S. Irwin;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=733737'>more info</a></nO>;1971;2;28;;;;;Bahia;Seabra;Cerrado on steep slopes with outcrops, at base of sandstone cap of hill, ca 24 km N of Seabra;-12.42;-41.77;Lamiaceae;Hyptis;irwinii;;Hyptis irwinii;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Hyptis irwinii
53ceafe936771;;NY;NYBG_BR;644268;3345;L. P. de Queiroz;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=720974'>more info</a></nO>;1993;6;22;E. F. Guimarães;1999;;;Bahia;Seabra;Serra do Bebedor, ca. de 4 km W de Lagoa da Boa Vista na estrada para Gado Bravo;-12.29;-41.83;Gentianaceae;Schultesia;crenuliflora;;Schultesia crenuliflora;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Schultesia crenuliflora
53ceafe936946;;MBML;MBML-HERBARIO;36998;5598;A. P. Fontana;<nO>Sub-arbusto. Flores lilás.</nO>;2008;10;24;;;;;Espírito Santo;São Roque do Canaã;Povoação, Reserva de Desenvolvimento Sustentável-RDS, estrada para Caçimbas, Mata de Tabuleiro com plantação de cacau (Cabruca).;-19.56085;-39.802528;Verbenaceae;Bouchea;fluminensis;;Bouchea fluminensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Bouchea fluminensis
53ceafe936a30;;NY;NYBG_BR;542257;638;J. E. Leite;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=648994'>more info</a></nO>;1941;11;;H. N. Moldenke;1945;12;1;Rio Grande do Sul;Sapucaia do Sul;Sapucaia;-29.82;-51.15;Verbenaceae;Bouchea;fluminensis;;Bouchea fluminensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Bouchea fluminensis
53ceafe936b00;;NY;NYBG_BR;573625;44189;G. Hatschbach;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=498878'>more info</a></nO>;1981;10;12;H. N. Moldenke;1983;;;Bahia;Seabra;"Rod. BR-242; 15 km O de Seabra";-12.42;-41.77;Verbenaceae;Stachytarpheta;bicolor;;Stachytarpheta bicolor;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Stachytarpheta bicolor
53ceafe936be3;;CEPLAC;CEPEC;12166;16529;R. M. Harley;<nO>Ambiente: Caatinga. Rocha metamórfica seca. Habito: Epífita</nO>;;;;L. Fiorato;;;;Bahia;SENHOR DO BONFIM;Serra da Jacobina, ao W da Estiva, ca. 12Km ao N de Sr. do Bonfim, BA-130, p/ Juazeiro. Acima ao W. Declive na serra, no topo da antena TV.;-10.3;-40.25;Bromeliaceae;Tillandsia;sprengeliana;;Tillandsia sprengeliana;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Tillandsia sprengeliana
53ceafe936cc6;;CEPLAC;CEPEC;11072;16661;R. M. Harley;<nO>Ambiente: Cerrado. Solo pedregoso-umido. Habito: Erva não hidrófita</nO>;;;;H. N. Moldenke;;;;Bahia;SENTO SÉ;16Km ao NW de Lagoinha, (5.5Km SW de Delfino), Rod. p/ Minas do Mimoso.;-10.366667;-41.333333;Eriocaulaceae;Syngonanthus;curralensis;;Syngonanthus curralensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Comanthera curralensis
53ceafe936e8a;;UNICAMP;UEC;27010;19768;"Harley, R.M.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";"<nO>Erect herb to ca. 35 cm. Leaves grey-green with spreading hairs. Basal sheath of culm green, culm silvery-grey. Involucral bracts pale brown with darker recurved tips.; This plant growing in marsh.</nO>";1977;3;20;Moldenke, H.N.;1979;1;1;Bahia;Serra das Almas;Lower N.E. slopes of the Pico das Almas, ca 25 km., WNW of the Vila do Rio de Contas. Sandstone, metamorphic & quartzite rock outcrops with associated marsh & damp flushes.;-13.55;-41.95;Eriocaulaceae;Paepalanthus;almasensis;;Paepalanthus almasensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Paepalanthus almasensis
53ceafe936f6d;;CEPLAC;CEPEC;12333;16704;R. M. Harley;<nO>Ambiente: Cerrado. Solo rochoso. Habito: Erva, 25cm.</nO>;;;;E. F. Guimarães;;;;Bahia;SENTO SÉ;16Km ao NW de Lagoinha (5.5Km ao SW de Delfino), Rod. Para Minas do Mimoso.;-10.366667;-41.333333;Gentianaceae;Schultesia;bahiensis;;Schultesia bahiensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Schultesia bahiensis
53ceafe937133;;CEPLAC;CEPEC;12337;16703;R. M. Harley;<nO>Ambiente: cerrado, Solo rochoso. Habito: Erva não hidrófita</nO>;;;;D. Philcox;;;;Bahia;SENTO SÉ;16Km ao NW de Lagoinha (5.5Km ao SW de Delfino)Rd. para Minas do Mimoso.;-10.366667;-41.333333;Gentianaceae;Schultesia;pachyphylla;;Schultesia pachyphylla;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Schultesia pachyphylla
53ceafe937221;;UNICAMP;UEC;174887;483;"Gonçalves, D.J.P.; Kotovski, E.R.; Belinello, R.; Kotovski, E.R.; Belinello, R.";"<nO>Árvore ca. de 4m.; Borda de Floresta de Galeria.</nO>";2011;2;28;;;;;Minas Gerais;Senador Modestino Gonçalves;Serra do Ambrósio.;-18.146078;-43.14425;Vochysiaceae;Callisthene;erythroclada;;Callisthene erythroclada;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Callisthene erythroclada
53ceafe937305;;NY;NYBG_BR;571817;27123;G. Hatschbach;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=560182'>more info</a></nO>;1971;10;7;H. N. Moldenke;1972;;;Paraná;Sengés;Rio Itararé;-24.11;-49.46;Verbenaceae;Lippia;lasiocalycina;;Lippia lasiocalycina;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lippia lasiocalycina
53ceafe9373e7;;UNICAMP;UEC;27074;19728;"Harley, R.M.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";"<nO>Silvery-grey rosette herb to ca. 35 cm. with dark sheaths and recurved leaves. Involucral bracts dark.; This plant growing in grassy marsh, middle slopes of Serra</nO>";1977;3;19;Moldenke, H.N.;1979;1;1;Bahia;Serra das Almas;Middle & Upper slopes of the Pico das Almas, ca. 25 km. WNW of the Vila do Rio de Contas. Sandstone conglomerate metamorphic & quartzite rock outcrops with associated scrubby vegetation with damp flushes, grassland & marsh in some areas.;-13.55;-41.95;Eriocaulaceae;Paepalanthus;harleyi;;Paepalanthus harleyi;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Paepalanthus harleyi
53ceafe9374ca;;UNICAMP;UEC;27472;19042;"Harley, R.M.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";<nO>Erect tufted herb to ca. 20-25 cm with dense fibrous roots and swollen white woolly base. Stems and leaves erect grey. Heads and involucral bracts white</nO>;1977;2;25;Moldenke, H.N.;1979;1;1;Bahia;Serra do Açuruá;Near São Inácio;-11.116667;-42.733333;Eriocaulaceae;Syngonanthus;floccosus;;Syngonanthus floccosus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Comanthera floccosa
53ceafe9375ae;;UNICAMP;UEC;140690;8910;"Almeda, F.; Fritsch, P.W.; Aranha-Filho, J.L.M.; Belinello, R.; Fritsch, P.W.; Aranha-Filho, J.L.M.; Belinello, R.";<nO>Rigid little - branched shrub 1.5 m tall just coming into flower. Corolla and androecium white. Rare. Four plants seen</nO>;2004;11;22;Aranha-Filho, J.L.M.;2005;10;;Minas Gerais;Serra do Cipó;Município de Santana do Riacho, 6 km south of the turn off to Morro do Pilar on the road to Conceição do Mato Dentro;-19.261306;-43.533056;Symplocaceae;Symplocos;insolita;;Symplocos insolita;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Symplocos insolita
53ceafe937697;;JBRJ;RB;289493;418;Nancy Hensold;"<nO>In protected, sandy soil among outcropping boulders, forming clumps; anthers white.</nO>";1982;1;11;N. Hensold;1986;;;Minas Gerais;Serra do Espinhaço;José de Melo, Serra da Pedra Redonda, 17 Km by road NE of José de Melo. Grassy disturbed campo with forest patches.;-19.6833333;-43.4833333;Eriocaulaceae;Paepalanthus;complanatus;;Paepalanthus complanatus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Paepalanthus complanatus
53ceafe93777d;;UNICAMP;UEC;39803;19716;"Harley, R.M.; Mayo, R.M.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, R.M.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";"<nO>Bushy shrub to 60 cm with bare stems below. Leaves pale green, rigid. Petals and estamens yellow; Sandstone conglomerate metamorphic & quartzite rock outcrops with associated scrubby vegetation with damp flushes, grassland and marsh in</nO>";1977;3;19;Wurdack, J.J.;;;;Bahia;Serra das Almas;Middle & upper slopes of the Pico das Almas, ca. 25 km. WNW of the Vila do Rio de Contas.;-13.55;-41.95;Melastomataceae;Microlicia;monticola;;Microlicia monticola;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Microlicia monticola
53ceafe93785f;;UNICAMP;UEC;27013;20130;"Harley, R.M.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";"<nO>Herb to 20 cm with rosette of rigid pale green leaves. Involucral bracts grey-black. Flowers white; Rocky riverside with rapids, riverine vegetation, cerrado with sandstone outcrops and some grassland areas subject to flooding, but dry</nO>";1977;3;28;Moldenke, H.N.;;;;Bahia;Serra do Rio de Contas;Between 2.5 and 5 km S. of Vila do Rio de Contas, on side road to W. of the road to Livramento, leading to the Rio Brumado.;-13.6;-41.833333;Eriocaulaceae;Paepalanthus;inopinatus;;Paepalanthus inopinatus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Paepalanthus inopinatus
53ceafe937963;;UFC;EAC;32847;s.n.;Milhomens, L.C.;"<nO>Arbusto em toceira (ca. de 15 ramos), c/ aprox. 0.5m de altura, ereto, com xilopódio bifurcado a ca. de 6cm de profundidade, flores secas e flores frescas(em menor quantidade), corola verde-amarelada, cálice esverdeado.; Campo sujo de cerrado; HABITAT: C</nO>";1999;10;15;Milhomens, L. .C.;1999;10;"";Goiás;"";Ca. 25km SO de Brasília,caminho p/ Anapólis, Riach, Latossolo vermelho.;-15.9;-48.033333;Connaraceae;Rourea;chrysomalla;"";Rourea chrysomalla;;;1;Thiago;17/04/14;;Rourea chrysomalla
53ceafe937a10;;UFMG;BHCB;5639;1344;"Grandi, T.S.M.; et al.";"<nO>Campo;herbáceo;</nO>";1983;3;18;;;;;Minas Gerais;Nova Lima;Morro do Chapéu.;-20.080948;-43.904271;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;GoogleEarth;1;Marcelo;12/09/13;0,5 a 5Km;Rhynchospora tenuis
53ceafe937abf;;UFBA;ALCB;;439;Stradmann, M.T.S.;;1994;8;29;Guedes, M.L.;1994;8;;Bahia;Chapada Diamantina;;-12.45;-41.466667;Lamiaceae;Eriope;confusa;;Eriope confusa;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Eriope confusa
53ceafe937b6c;;UNICAMP;UEC;27069;19900;"Harley, R.M.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.; Mayo, S.J.; Storr, R.M.; Santos, T.S.; Pinheiro, R.S.";"<nO>Rosette herb with grey-green leaves. Involucral bracts dark. Flowers off-white; Sandstone rock outcrops with small area of disturbed marsh at base, and nearby river with lush vegetation along rocky margins.</nO>";1977;3;24;Moldenke, H.N.;;;;Bahia;Serra do Rio de Contas;Ca. 1 km south of small town of Mato Grosso, On the road to Vila do Rio de Contas.;-13.483333;-41.816667;Eriocaulaceae;Paepalanthus;contasensis;;Paepalanthus contasensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Paepalanthus contasensis
53ceafe937c17;;UNICAMP;UEC;128047;86;"Feres, F.; Gonçalves, R.S.; Belinello, R.; Gonçalves, R.S.; Belinello, R.";"<nO>Afloramento rochoso após Milho Verde, na estrada sentido Milho Verde - Diamantina. ; HA</nO>";2002;11;17;Feres, F.;2002;11;;Minas Gerais;Serro;Distrito de Milho Verde;-18.433333;-43.483333;Ochnaceae;Luxemburgia;speciosa;;Luxemburgia speciosa;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Luxemburgia speciosa
53ceafe937cc4;;NY;NYBG_BR;1145264;9071;F. Almeda;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1307316'>more info</a></nO>;2005;9;17;F. Almeda;2009;;;Minas Gerais;Serro;Distrito of Milho Verde. About 2 km from Milho Verde on the road to Capivari.;-18.48;-43.5;Melastomataceae;Lavoisiera;mucorifera;;Lavoisiera mucorifera;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lavoisiera mucorifera
53ceafe937d72;;UNICAMP;UEC;39804;15609;"Harley, R.M.; Renvoize, S.A.; Erskine, C.M.; Brighton, C.A.; Pinheiro, R.; Renvoize, S.A.; Erskine, C.M.; Brighton, C.A.; Pinheiro, R.";<nO>Erect. 30 cm. Flowers bright yellow. Differing in both habit and micro-characters from 15615</nO>;1974;1;22;Wurdack, J.J.;;;;Bahia;Serra do Rio das Contas;Near Junco, ca. 15 km. W.N.W. of the town of Rio de Contas, with open damp sandy areas, and small streams with poorly developed gallery forest;-13.533333;-41.916667;Melastomataceae;Microlicia;monticola;;Microlicia monticola;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Microlicia monticola
53ceafe937e1e;;NY;NYBG_BR;955673;6988;L. O. Williams;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1033252'>more info</a></nO>;1945;5;2;H. N. Moldenke;;;;Minas Gerais;Serro;Serra de Condado, 10-12 km N of Serro.;-18.6;-43.38;Verbenaceae;Bouchea;fluminensis;;Bouchea fluminensis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Bouchea fluminensis
53ceafe937eca;;UFBA;ALCB;61919;10295;Guedes, M.L.;;2003;4;28;Silva, T.R.S.;2008;7;;Bahia;Serra Geral;;-14.088611;-42.505278;Verbenaceae;Lantana;gracilis;;Lantana gracilis;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lantana gracilis
53ceafe937f78;;NY;NYBG_BR;137844;1768;G. M. Magalhaes;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=586045'>more info</a></nO>;1942;5;3;;;;;Minas Gerais;Serro;"Municipio Serro; Serra Quebrada - entre Capivari e o Pico do Itambe";-18.6;-43.38;Verbenaceae;Lippia;violacea;;Lippia violacea;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lippia lasiocalycina
53ceafe938025;;ESALQ;ESA;77991;28493;"Souza, V.C. Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.";"<nO>Subarbusto, ca. 30 cm alt.; flores alvo-esverdeadas.</nO>";2002;2;27;;2007;3;3;Minas Gerais;Serro;Estrada para Gouveia, ca. 10 km de Serro (km 425). Campo rupestre com mata ciliar adjacente;-18.573889;-43.478333;Polygalaceae;Polygala;pseudoerica;;Polygala pseudoerica;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Polygala pseudoerica
53ceafe9380d4;;NY;NYBG_BR;926317;13887;T. M. Koyama;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1002299'>more info</a></nO>;1970;3;20;T. M. Koyama;1971;;;Minas Gerais;Serro;Camino between Serro and Diamantina, 32 km SSE of Datas.;-18.6;-43.38;Cyperaceae;Lagenocarpus;adamantinus;;Lagenocarpus adamantinus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lagenocarpus adamantinus
53ceafe93822d;;UFMG;BHCB;156900;31;"Paula, L.F.A. de; Augsten, M.F. & Fernandes, A. .C.";;2010;10;22;Mota, N.F.O.;2012;4;23;Minas Gerais;Serro;Distrito de Milho Verde/ Lajeado;-18.475833;-43.482778;Xyridaceae;Xyris;subsetigera;;Xyris subsetigera;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Xyris subsetigera
53ceafe9382dc;;UFRGS;ICN;130824;9137;H.M.Longhi-Wagner et al.;"<nO>OBS. HABITAT: 2 (3-5) ramos;</nO>";2004;2;7;;;;;MG;Sete Lagoas;BR 040 para Paraparoba estrada à direita 19° 24'25'S 44°19'40'W;-19.406944;-44.327778;Poaceae;Axonopus;aureus;;Axonopus aureus;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Axonopus aureus
53ceafe938389;;UnB;UB;;1348;Pereira, B.A.S.;;1989;1;12;Francener, A.;;;;Goiás;Silvânia;Silvânia;-16.6;-48.65;Malpighiaceae;Banisteriopsis;goiana;;Banisteriopsis goiana;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Banisteriopsis goiana
